Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Aux Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.04150048,0.6453864,74.70482,7.470482,4.35271,0.48968503,-67.10216,-33.64313,64.342186,22.22356,101.05274,-43.422146,66.902695,21.773754,104.29894,-36.249866,-1.1741086,1.2232189,3.279158,-6.2253633,0.12985592,0.6183974,1.4168411,-1.5854319,-0.30159813,0.072369285,0.037766293,-0.5785751,0.24971242,0.6332111,-4.147341040775312,-4.426397083353921,-4.849362042156999,41000,172404,0,92.20495115099948,16.762453751000066,8.518118430001778,117.48552333200132,4814.910768303001,40
0.25970015,0.6307259,74.40047,7.440047,4.4479074,0.48753592,-71.61506,-34.304417,69.30448,21.115414,105.32073,-39.393776,71.63415,20.446959,106.97238,-36.281822,-1.1027246,1.1878484,2.6651092,-5.7516737,0.20059136,0.61637664,1.4064506,-1.5065911,-0.2973781,0.079840794,-0.06941252,-0.5469088,0.26324198,0.6396804,-4.2902006235116446,-4.382377393553899,-4.405282850823059,42000,176404,0,91.97905723300028,16.81861251800001,8.678372898999442,117.47604264999973,4932.298428879,41
0.49651882,0.6448244,75.30168,7.530168,4.333664,0.33830723,-72.8517,-24.509573,70.02775,21.280296,105.657745,-38.61946,72.79652,20.764814,107.7624,-36.90899,-1.1007763,1.2581517,2.5067654,-6.804239,0.019837482,0.6653708,1.3617607,-1.5533241,-0.30590189,0.07838587,-0.1173198,-0.61048543,0.28736567,0.6286943,-3.8896356369806826,-5.219753428496961,-3.7702721484832096,43000,180404,0,93.31845387499925,16.70759259100123,8.591297602995837,118.61734406899632,5050.988334266994,42
0.29149613,0.64657545,76.45625,7.6456256,3.945212,0.5759723,-76.6459,-30.84834,74.12319,20.72995,107.79157,-23.14386,76.54336,20.138716,110.252235,-17.149363,-1.1439561,1.2278908,2.7075205,-6.337549,0.11535209,0.63346255,1.3591794,-1.4125495,-0.2980945,0.080362864,-0.105758555,-0.5376384,0.24528928,0.6325851,-3.924598240284022,-4.7135818009447235,-3.9962664203612164,44000,184404,0,92.42268274399976,16.81259102200056,8.607333813004516,117.84260757900483,5168.903011448999,43
0.1304234,0.6418732,75.12569,7.512569,4.020577,0.4207461,-78.15658,-26.637764,75.72437,21.040285,108.68503,-48.417534,78.468575,20.404646,110.508644,-35.306805,-1.1286567,1.203682,3.4487805,-6.327652,0.08503584,0.636316,1.4254242,-1.5140442,-0.29930234,0.083217554,-0.09310359,-0.59158033,0.30959937,0.6250513,-3.851214472331545,-4.622077390380662,-4.486691638313831,45000,188404,0,92.58366863099945,16.850437765000606,8.62059144200066,118.05469783800072,5286.927474132993,44
0.3511708,0.6329633,73.24856,7.324856,3.2823458,0.5123905,-78.70577,-16.855762,76.236,21.28473,111.34009,-29.681147,79.14412,20.684296,113.097084,-20.247702,-1.1722277,1.2149187,3.2591136,-7.0142694,0.15067503,0.6211429,1.5656586,-1.4906056,-0.29468653,0.08172709,-0.0063611716,-0.5696046,0.2689175,0.63043886,-4.39163649336893,-3.2975080513377053,-5.1882964441259025,46000,192404,0,92.44982776500001,16.815663827999742,8.580904166999971,117.84639575999972,5404.788257463991,45
0.6169901,0.62435085,77.15195,7.7151947,3.7454877,0.30736744,-83.52979,-17.952103,80.99404,18.971447,112.362976,-7.3751545,83.59154,18.435528,114.04234,-5.632697,-1.1485602,1.159472,2.3902566,-9.354434,0.17752446,0.59094226,1.3663461,-1.386713,-0.28900188,0.07498954,-0.10091895,-0.61615473,0.28186,0.63759774,-3.594524696123597,-4.753569969817277,-3.583275282531674,47000,196441,0,92.90112845000112,16.83332311799859,8.625323928001308,118.35977549600102,5523.050468585993,46
0.31872404,0.64953613,75.808624,7.5808625,3.4603128,0.3659839,-84.358894,-30.484741,82.3085,20.37145,114.36604,-33.558136,84.65942,19.614399,116.38307,-29.273834,-1.1653513,1.187292,2.8478184,-6.4424973,0.14796066,0.6022212,1.4277513,-1.4503856,-0.29667696,0.07675204,-0.11926624,-0.59188116,0.30847654,0.6342499,-3.2782437600155347,-3.63854662171797,-4.033497601480623,48000,200441,0,91.98033569400104,16.733508964000066,8.654986056002599,117.3688307140037,5640.173861780998,47
0.14314504,0.6399494,75.21767,7.5217667,4.1884336,0.97477907,-85.459656,-36.54039,84.02082,18.89417,115.4789,-22.898855,85.75787,18.310928,118.05255,-17.85804,-1.2187848,1.2052166,2.6020288,-5.687261,0.14200824,0.6029003,1.5158689,-1.3425058,-0.28310716,0.07873126,-0.07382942,-0.59250563,0.29669353,0.6339664,-3.807398015881634,-5.103625725108072,-4.933528660288867,49000,204441,0,91.29502069299997,16.478543275999982,8.516200577998461,116.28976454699841,5756.373891161994,48
0.20303631,0.6353839,74.092865,7.4092865,3.65254,0.35059708,-90.13326,-30.54998,87.80225,17.887764,115.54726,-31.056303,89.930016,17.36221,116.957756,-19.960417,-1.2615088,1.1497785,2.852738,-6.54974,0.16367544,0.57147664,1.3727046,-1.3925366,-0.27738476,0.07971221,-0.10248024,-0.6017774,0.29990852,0.63052285,-3.7114540653878576,-4.25257359308248,-4.389445890810772,50000,208441,0,90.16323627900056,16.38304776499899,8.428037056999528,114.97432110099908,5871.225715440992,49
